Report ID,Drugs,Categories,Non-Substance,Context,Dose Method,Intensity,Gender,Title,Author,Date,Views
2071,Morning Glory[method]oral[form]seeds,,,,,Medium,,Morning Glory Seeds are the Work of the Devil,Jeff 'Kaz' Kaczmarek,Jun 24 2000,11534
2072,Morning Glory[method]oral[amount]240 seeds[form]seeds,,,,,Medium,,Single Most Unpleasant Experience of My Life,Bob,Jun 24 2000,142829
2073,Morning Glory[method]oral[amount]350 seeds[form]seeds,,,,,Strong,,Entombed in a Bathroom,Chachee,Jun 24 2000,13435
2074,Morning Glory[method]oral[amount]400 seeds[form]seeds,,,,,Strong,,I Got the Fear,Inferential Kid,Jun 24 2000,29470
2075,Morning Glory[method]oral[amount]3.75 g[form]seeds,,,,,Medium,,Try A Lower Dose,Eric,Jun 24 2000,73164
2076,Mushrooms[method]oral[form]dried,,,,,Medium,,Entheogenic Solo Vision Quest,Wind,Jun 24 2000,90256
2077,Mushrooms[method]oral[amount]6.0 g[form]dried,,,,,Extreme,,A True Hallucination,Mantid,Jun 24 2000,207298
2078,Mushrooms[method]oral[amount]4.0 g[form]dried,,,,,Strong,,Singing Stories in the Void,Navi,Jun 24 2000,109144
2079,Mushrooms[method]oral[form]plant material,,,,,Medium,,Primordial Fire,Nipo,Jun 24 2000,50905
2080,Mushrooms[method]oral[amount]4.0 g[form]dried,,,,,Strong,,The God Zone,Bacchus,Jun 24 2000,8368
2081,Mushrooms[method]oral[amount]5.0 g[form]dried,,,,,Medium,,Zap! The Noise,Anonymous,Jun 24 2000,14366
2082,Mushrooms[method]oral[amount]6.0 g,,,,,Medium,,The Combined Mind,Nick,Jun 24 2000,3504
2083,Mushrooms[method]oral[amount]1.53 g[form]plant material,,,,,Medium,,Solo Shroom Trip Log,M.M.,Jun 24 2000,5724
2084,Mushrooms[method]oral,,,,,Medium,,It Connects Everything,Wild,Jun 24 2000,1496
2085,Mushrooms[method]oral[amount]5.0 g[form]plant material,,,,,Extreme,,First Solo Voyage,Occupant,Jun 24 2000,4435
2086,Mushrooms[method]oral[amount]6.0 g[form]dried,,,,,Strong,,Four Mushroom Reports,Nipo,Jun 24 2000,3934
2087,Mushrooms[method]oral[amount]2.8 g,,,,,Medium,,A Mixed Reaction,Indo Smoke,Jun 24 2000,4781
2088,Mushrooms[method]oral[amount]2.0 g,,,,,Medium,,First Shroom Trip,Psybernaut,Jun 24 2000,99592
2089,Mushrooms[method]oral[amount]2.5 g[form]tea,,,,,Light,,Universal Reality,The Management,Jun 24 2000,3696
2090,Mushrooms[method]oral[amount]2.0 g[form]dried,,,,,Strong,,Playing the Game of Me,Co-Occupant,Jun 24 2000,8701
2091,Mushrooms[method]oral[amount]2.0 g[form]dried,,,,,Medium,,It Was So Beautiful It Was Scary,Pablo,Jun 24 2000,10057
2092,Mushrooms[method]oral,,,,,Medium,,A Sure Fire Way to See God,JK,Jun 24 2000,36943
2093,Mushrooms[method]oral[amount]4.0 g[form]dried,,,,,Medium,,"Bonding, Insight, and True Introspection",Willy,Jun 24 2000,3858
2094,Mushrooms[method]oral[amount]7.0 g,,,,,Strong,,The Trip to Hell,Druggie,Jun 24 2000,7401
2095,"Mushrooms[method]oral[amount]5.0 g,Salvia divinorum[method]smoked",,,,,Strong,,My Mushroom Hell,Columbus,Jun 25 2000,46805
2097,Mushrooms[method]oral,,,,,Strong,,Bad Experience on Shrooms,Dale,Jun 25 2000,8658
2098,Mushrooms[method]oral[amount]1.7 g,,,,,Extreme,,A Fucking Awful First Trip is Not ALL Bad,Milkman sTan,Jun 25 2000,78804
2099,Mushrooms[method]oral[amount]4.0 g,,,,,Strong,,Go Ask Alice,Now I Know Better,Jun 25 2000,33473
2100,Mushrooms[method]oral[amount]4.0 g,,,,,Medium,,Hell on Earth,Gringo Vesspiucci,Jun 25 2000,29402
2101,"Betel Nut[method]oral,Mushrooms[method]oral",,,,,Medium,,An Immediate Lift,Alter-Ego,Jun 25 2000,40591
2102,"MDE[method]oral[amount]100 mg[form]capsule,Mushrooms[method]smoked[amount]8 hits",,,,,Strong,,Hobbits and Toads,Tree,Jun 25 2000,22038
2103,"2C-B[method]oral[amount]20 mg[form]powder / crystals,Mushrooms[method]oral[amount]2.5 g[form]dried,Phenethylamine,Salvia divinorum[method]smoked[amount]2 hits[form]plant material",,,,,Medium,,Passing the Inspection Process,Trey,Jun 26 2000,9034
2104,"Mushrooms[method]oral[amount]3.0 g[form]dried,Nitrous Oxide[method]inhaled[form]gas",,,,,Strong,,Smeared Across Infinity,Occupant,Jun 26 2000,59659
2105,"Harmala Alkaloids,Mushrooms[method]oral[amount]5.5 g[form]dried,Syrian Rue[method]smoked[form]seeds",,,,,Strong,,Mushroom Entheogenesis,Cope Head,Jun 26 2000,7310
2106,"Harmala Alkaloids,Mushrooms[method]oral[amount]1.75 g[form]dried,Syrian Rue[method]oral[form]extract",,,,,Medium,,Unable to Cope with Consensus Reality,Anonymous,Jun 26 2000,6357
2107,Nitrous Oxide[method]oral[form]gas,,,,,Medium,,Wisdom Teeth,Ranjit Bhatnagar,Jun 26 2000,88637
2108,Nitrous Oxide[method]inhaled[form]gas,,,,,Medium,,Distortions,Anonymous,Jun 26 2000,75377
2109,Nitrous Oxide[method]inhaled[form]gas,,,,,Medium,,Journey Inside My Mind,Bol-T,Jun 26 2000,7099
2110,Nitrous Oxide[method]inhaled[form]gas,,,,,Medium,,Fast Times at Nitrous High,Willy,Jun 26 2000,11304
2111,Nitrous Oxide[method]inhaled[form]gel tab,,,,,Medium,,The Magical Rock Pool,Jimmy Slickshoes,Jun 26 2000,8075
2112,Nitrous Oxide[method]inhaled[form]gas,,,,,Medium,,HippyCracks in the Fabric of Time,The Management,Jun 26 2000,15592
2113,Nitrous Oxide[method]inhaled[form]gas,,,,,Medium,,Nitrous Oxide - Western Prana,Gaseous Vertebrate,Jun 26 2000,9686
2114,Nitrous Oxide[method]inhaled[form]gas,,,,,Medium,,Losing and Finding Myself at the Dentists,Marc,Jun 26 2000,9908
2115,Nitrous Oxide[method]inhaled[form]gas,,,,,Medium,,Bad Trip on Whippets,Kracher,Jun 26 2000,43796
2116,Nutmeg[method]oral[amount]1 tsp,,,,,Light,,Nothing But a Hangover,Charlie K.,Jun 26 2000,54286
2117,Nutmeg[method]oral[amount]3 Tbsp[form]powder / crystals,,,,,Medium,,Too Intense for Comfort,Anonymous,Jun 26 2000,124113
2118,Nutmeg[method]oral[amount]3.75 Tbsp[form]ground / crushed,,,,,Medium,,A Positive Experience,Anonymous,Jun 26 2000,121078
2119,Nutmeg[method]oral[amount]3 Tbsp[form]ground / crushed,,,,,Light,,Nothing Too Amazing,Ant,Jun 26 2000,4551
2120,Nutmeg[method]oral[amount]3 Tbsp[form]ground / crushed,,,,,Medium,,Not Just for Egg Nog,Dan,Jun 26 2000,5436
2121,Nutmeg[method]oral[amount]15 g,,,,,Medium,,A Similarity to Cannabis,Jake,Jun 26 2000,1841
2122,Nutmeg[method]oral[amount]3 Tbsp[form]ground / crushed,,,,,Medium,,Gross but Cheap High,Eposerd,Jun 26 2000,1893
2123,Nutmeg[method]oral[amount]2 Tbsp[form]ground / crushed,,,,,Light,,Something Looming Beneath,Skeletor,Jun 26 2000,4869
2124,Nutmeg[method]oral[amount]16 g,,,,,Medium,,"A Pothead's Paradise, Perhaps...",Genesis,Jun 26 2000,2284
2125,Nutmeg[method]oral[amount]4 Tbsp,,,,,Light,,"Nutmeg, Yum!",R. Dog,Jun 26 2000,1951
2126,Nutmeg[method]oral[amount]3 Tbsp,,,,,Light,,Prone to Giggle,Anonymous,Jun 26 2000,1690
2127,Nutmeg[method]oral,,,,,No Effect,,Nothing Happened,Steve,Jun 26 2000,6020
2128,Nutmeg[method]oral,,,,,Light,,Mild Visuals,Mangar,Jun 26 2000,1798
2129,Nutmeg[method]oral,,,,,Light,,Heavy Nausea,Kdorne,Jun 26 2000,5238
2130,Nutmeg[method]oral,,,,,Medium,,A Collection of Nutmeg Reports,Various,Jun 26 2000,2196
2131,Nutmeg[method]oral[amount]22 g[form]ground / crushed,,,,,Medium,,Nutmeg Shit Me Up!,Gus,Jun 26 2000,30511
2132,Nutmeg[method]oral[amount]2 Tbsp[form]ground / crushed,,,,,Medium,,My Kingdom for a Tranquilizer,Jim I. Walker,Jun 26 2000,92651
2133,Nutmeg[method]smoked[amount]20 hits,,,,,Light,,A Bad Experience with a Household Spice,Anonymous,Jun 26 2000,8047
2134,Peyote[method]oral[form]plant material,,,,,Medium,,A New Years Peyote Ceremony,Leo,Jun 26 2000,136552
2135,Peyote[method]oral[amount]3 buttons[form]fresh,,,,,Medium,,"Personality, History, and Dignity",Christopher K.,Jun 26 2000,87274
2136,Peyote[method]oral,,,,,Strong,,Wirikuta Calling,Leo,Jun 26 2000,96156
2138,Salvia divinorum[method]smoked[amount]2 leaves[form]fresh,,,,,Strong,,A Breakthrough into the Raging Space of History,Navi,Jun 26 2000,184876
2139,Salvia divinorum[method]smoked[amount]2 hits,,,,,Strong,,Switching Realities,Anonymous,Jun 26 2000,170593
2140,Salvia divinorum[method]smoked[form]extract,,,,,Strong,,A Total Mind/Body Trip,Elfstone,Jun 26 2000,172509
2141,Salvia divinorum[method]smoked,,,,,Strong,,Visiting Other Dimensions,Anonymous,Jun 26 2000,122074
2142,Salvia divinorum[method]smoked,,,,,Medium,,Use a Sitter!,Andy Weisner,Jun 26 2000,114294
2143,Salvia divinorum[method]smoked,,,,,Strong,,Tunnels,Raven,Jun 26 2000,3745
2144,,,,,,Medium,,,,,
2145,Salvia divinorum[method]smoked,,,,,Light,,A Little Buzz,Anonymous,Jun 26 2000,4502
2146,Salvia divinorum[method]smoked[amount]2 hits,,,,,Strong,,Salvia Sentients,Anonymous,Jun 26 2000,4044
2147,"Opiates,Poppies - Opium",,,,,Medium,,Poppy Seed Disaster,John Gibson,Jun 26 2000,116553
2148,"Moclobemide[method]oral[amount]75 mg,Salvia divinorum",,,,,Medium,,Ping - Feedback Loop,Anonymous,Jun 26 2000,10971
2150,Salvia divinorum[method]smoked[amount]1 hit,,,,,Strong,,Into The Matrix,Octo,Jun 26 2000,7587
2151,,,,,,Medium,,,,,
2152,Salvia divinorum[method]smoked[amount]3 hits[form]dried,,,,,Medium,,An Educated Impulse,Navi,Jun 26 2000,12514
2153,4-Methylaminorex[method]smoked[amount]10 mg[form]powder / crystals,,,,,Medium,,Euphoric & Efficient,Anonymous,Jun 26 2000,27180
2154,4-Methylaminorex[method]smoked[amount]20 mg[form]powder / crystals,,,,,Medium,,Clarity for Too Long,Toad,Jun 26 2000,31437
2155,Salvia divinorum[method]smoked,,,,,Strong,,California Dreaming,Mosquito,Jun 26 2000,5598
2156,Salvia divinorum[method]smoked[amount]100 mg[form]extract - 10x,,,,,Medium,,Beginner's Notes,Sync,Jun 26 2000,8432
2157,Salvia divinorum[method]smoked[amount]100 mg[form]extract - 5x,,,,,Strong,,Disney Themed Trip,Pup,Jun 26 2000,6498
2158,Salvia divinorum[method]smoked[form]extract,,,,,Strong,,Mystified at Being Human,Gyute,Jun 26 2000,3646
2159,Salvia divinorum[method]smoked[amount]leaves[form]dried,,,,,Strong,,Four Experiences with Salvia,Cope Head,Jun 26 2000,6789
2160,Salvia divinorum[method]smoked[amount]3 hits[form]leaves,,,,,Strong,,A Million Points of View,RandomStu,Jun 26 2000,3648
2161,Salvia divinorum[method]smoked[form]leaves,,,,,Strong,,Plant / Human Interaction,Jack Straw,Jun 26 2000,5758
2162,Salvia divinorum[method]smoked[amount]0.2 g[form]extract,,,,,Strong,,All I Knew Was Wrong,Trebor Onamor,Jun 26 2000,4157
2163,"Cannabis,Salvia divinorum",,,,,Medium,,Salvia Cross-Tolerance with Cannabis?,Anonymous,Jun 26 2000,4015
2164,Salvia divinorum[method]smoked[form]leaves,,,,,Medium,,Understanding Where We Are,Phantom Groover,Jun 26 2000,5777
2165,Salvia divinorum[method]smoked,,,,,Strong,,The Leaves of the Virgin,Temicxoch,Jun 26 2000,54213
2166,Salvia divinorum,,,,,No Effect,,A Collection of Salvia Reports,Various,Jun 26 2000,4865
2167,"2C-B[method]oral[amount]25 ml,Phenethylamine,Salvia divinorum[method]smoked[amount]3 hits[form]leaves",,,,,Strong,,Gravity Effects,Bacchus,Jun 26 2000,18303
2168,"Harmala Alkaloids,Syrian Rue[method]oral[amount]10 g[form]seeds",,,,,Strong,,The World of Spirits,Jani Heinonen,Jun 26 2000,25047
2170,"5-MeO-DMT[method]smoked[amount]2 hits[form]powder / crystals,Ayahuasca,Harmala Alkaloids,Syrian Rue[method]oral[amount]1.5 g[form]seeds",,,,,Strong,,DMT Deluxe,Jair D.,Jun 26 2000,14139
2171,"5-MeO-DMT[method]smoked[form]powder / crystals,Ayahuasca,Harmala Alkaloids,Syrian Rue[method]oral[amount]4[form]capsule",,,,,Medium,,Ayahuasca Lite,el Lelande NiMH,Jun 26 2000,21352
2172,"Animals,Toad Venom[method]smoked[form]dried",,,,,Strong,,SmOkin' ToAdZ,Spiney Norman,Jun 26 2000,155122
2173,"Animals,Toad Venom[method]smoked[amount]1 hit[form]dried",,,,,Strong,,Struggling Not to Panic,Tim,Jun 26 2000,36589
2174,"Animals,Toad Venom[method]smoked[amount]1 hit[form]dried",,,,,Strong,,Toad Is the Mystery,Bob,Jun 26 2000,37474
2175,Valerian[method]oral[form]capsule,,,,,Light,,Trying Valerian as Anti-Anxiety Treatment,Coward,Jun 26 2000,41081
2176,Valerian[method]oral,,,,,Light,,Valerian For Panic Attacks,Jeanette P.,Jun 26 2000,26399
2177,Valerian[method]oral,,,,,Light,,A Collection of Valerian Reports,Various,Jun 26 2000,47679
2178,Voacanga africana[method]oral[amount]50 seeds[form]seeds,,,,,Medium,,Seed Empathology and Dreams,Rev. MeO,Jun 26 2000,59932
2179,Wormwood[method]oral[form]extract,,,,,Medium,,Wormwood is a Flea Repellant,Moron,Jun 26 2000,59428
2180,"2C-B[method]insufflated[amount]25 mg[form]powder / crystals,Phenethylamine",,,,,Strong,,Free Falling into a Psychedelic World,M.,Jun 26 2000,33089
2181,"2C-B[method]oral[amount]20 mg,Phenethylamine",,,,,Strong,,Honest and Useful Self-Analysis,J.,Jun 27 2000,28495
2182,"2C-B[method]oral,MDMA[method]oral,Phenethylamine,Stimulants",,,,,Medium,,Soaring to Higher Orbits,Grant McHerron,Jun 27 2000,44515
2183,"2C-B[method]oral[amount]25 mg,Phenethylamine",,,,,Medium,,A Rave on Halloween,Cope Head,Jun 27 2000,61622
2184,"2C-B[method]oral[amount]25 mg,Phenethylamine",,,,,Medium,,2C-B Insights,Ord,Jun 27 2000,6292
2185,"2C-B[method]oral[amount]15 mg[form]powder / crystals,Phenethylamine",,,,,Medium,,The Ugly Effect,Zara,Jun 27 2000,7927
2186,"2C-B[method]oral[amount]15 mg,Phenethylamine",,,,,Strong,,Realizations and Life-Changing Decisions,Anonymous,Jun 27 2000,10253
2187,"2C-B[method]oral,Phenethylamine",,,,,Medium,,A User's Manual,Amason,Jun 27 2000,13992
2188,"2C-B[method]oral,Phenethylamine",,,,,Medium,,The Secret,Divine Rascal,Jun 27 2000,7496
2189,"2C-B[method]oral,Phenethylamine",,,,,Medium,,Shallow,Ashton Mason,Jun 27 2000,1426
2190,"2C-B[method]oral,Phenethylamine",,,,,Medium,,Dramatic Effects,Anonymous,Jun 27 2000,7217
2191,"2C-B[method]insufflated[amount]25 mg,Phenethylamine",,,,,Strong,,Snorted Bromo,Tobias K.,Jun 27 2000,1627
2192,"2C-B[method]oral[amount]15 mg[form]powder / crystals,Phenethylamine",,,,,Medium,,Yet Another Try,Zam,Jun 27 2000,40944
2193,2C-T-2[method]oral[amount]20 mg[form]pill / tablet,,,,,Medium,,Ruthless Clarity of Communication,Andrea,Jun 27 2000,22811
2194,2C-T-2[method]oral[amount]40 mg,,,,,Medium,,Unremarkable with Body Load,Scotto,Jun 27 2000,19464
2195,"2C-B,2C-T-2[method]oral[amount]8.0 mg[form]pill / tablet,Phenethylamine",,,,,Medium,,Good Body Feelings,Psynergy,Jun 27 2000,19957
2196,2C-T-2[method]oral[amount]8.0 mg[form]pill / tablet,,,,,Medium,,Reports from the Dutch Smartshoppers,Horus II,Jun 27 2000,14048
2197,"2C-T-7[method]oral[amount]60 mg,Phenethylamine",,,,,Medium,,Visual and Joyful,Scotto,Jun 27 2000,6314
2198,"2C-T-7[method]oral[amount]20 mg,Phenethylamine",,,,,Medium,,Lucky Seven Indeed!,Trey,Jun 27 2000,36276
2199,"2C-T-7[method]oral[amount]25 mg,Phenethylamine",,,,,Strong,,Exploring the Dark,Psyconaut,Jun 27 2000,23739
2200,"2C-T-7[method]oral[amount]30 mg[form]capsule,Phenethylamine",,,,,Strong,,Outrageously Visual,77K,Jun 27 2000,52141
2201,"1,4-Butanediol[method]oral[amount]1.5 ml[form]liquid,2C-T-7[method]oral[amount]30 mg[form]powder / crystals,Nitrous Oxide[method]inhaled[form]gas,Phenethylamine",,,,,Strong,,"Just Me, 2C and I",Mao,Jun 27 2000,30386
2202,"2C-T-7[method]oral[amount]29 mg[form]powder / crystals,Phenethylamine",,,,,Medium,,Digging a Little Deeper,77K,Jun 27 2000,4931
2203,"2C-T-7[method]oral[amount]10 mg[form]powder / crystals,Phenethylamine",,,,,Medium,,Dosage Variability,Don Pedro,Jun 27 2000,7128
2204,"2C-T-7[method]insufflated[amount]15 mg,Phenethylamine",,,,,Strong,,Everything was Moving,40FishSticks,Jun 27 2000,5727
2205,"2C-T-7[method]oral[amount]30 mg[form]capsule,DMT[method]smoked[amount]1 hit[form]powder / crystals,Phenethylamine",,,,,Strong,,Hyperspatial Crossroads,Diamond Joe,Jun 27 2000,25626
2206,"2C-B[method]oral[amount]20 mg,2C-T-7[method]oral[amount]20 mg,Phenethylamine",,,,,Medium,,Disconnect,Jetsam,Jun 27 2000,9841
2207,"2C-B[method]oral[amount]20 mg[form]powder / crystals,2C-T-7[method]oral[amount]20 mg[form]powder / crystals,DOB[method]oral[amount]3.0 mg[form]powder / crystals,Phenethylamine",,,,,Strong,,Daring to be Stupid,Flotsam,Jun 27 2000,21589
2208,4-AcO-DiPT[method]oral[amount]25 mg[form]powder / crystals,,,,,Strong,,Redosing the Warm Body Buzz,Shams,Jun 27 2000,12022
2209,4-AcO-DiPT[method]oral[amount]18 mg[form]powder / crystals,,,,,Light,,Unsettling With Visuals,Zam & Zara,Jun 27 2000,35367
2210,4-AcO-DiPT[method]oral[amount]20 mg[form]capsule,,,,,Medium,,Physical and Introspective,Splash,Jun 27 2000,24116
2211,4-AcO-DiPT[method]oral[amount]25 mg[form]capsule,,,,,Medium,,Stimulation and Warmth,Trey,Jun 27 2000,15941
2212,4-AcO-DiPT[method]oral[amount]30 mg[form]powder / crystals,,,,,Medium,,A Change of State,Scotto,Jun 27 2000,38094
2213,4-AcO-DiPT[method]oral[form]powder / crystals,,,,,Medium,,Report Summaries from Primer,Various,Jun 27 2000,10628
2214,5-MeO-DiPT[method]oral[amount]10 mg[form]powder / crystals,,,,,Medium,,A Crescendo of Intense Sensations,Old Gaffer Gamgee,Jun 27 2000,27174
2215,5-MeO-DiPT[method]oral[amount]8.0 mg[form]powder / crystals,,,,,Medium,,Erotic and Physically Euphoric,A & G,Jun 27 2000,36850
2216,5-MeO-DiPT[method]smoked[amount]3.0 mg[form]freebase,,,,,Light,,Fox Base Alpha,Murple,Jun 27 2000,37591
2217,5-MeO-DiPT[method]oral[amount]12 mg[form]powder / crystals,,,,,Medium,,Focus and You're There,Starlite,Jun 27 2000,30958
2218,5-MeO-DiPT[method]oral[amount]10 mg[form]powder / crystals,,,,,Medium,,Naming Foxy Methoxy,Toad,Jun 27 2000,67183
2219,5-MeO-DiPT[method]oral[amount]10 mg[form]powder / crystals,,,,,Medium,,Too Smart,Ikoman,Jun 27 2000,6225
2220,5-MeO-DiPT[method]oral[amount]14 mg[form]powder / crystals,,,,,Medium,,Methoxy May,Toad,Jun 27 2000,5593
2221,5-MeO-DiPT[method]insufflated[amount]10 mg[form]powder / crystals,,,,,Medium,,Snorted Foxy,Windor,Jun 27 2000,8710
2222,5-MeO-DiPT[method]oral[amount]10 mg[form]powder / crystals,,,,,Medium,,Shagadelic,Cope Head,Jun 27 2000,6677
2223,5-MeO-DiPT[method]oral[amount]14 mg[form]powder / crystals,,,,,Medium,,Another Foxy to Go,Toad,Jun 27 2000,11307
2224,5-MeO-DiPT[method]oral[amount]10 mg[form]capsule,,,,,Medium,,"Foxey Yes, Lovely No",Mem,Jun 27 2000,5173
2225,5-MeO-DiPT[method]oral[amount]22 mg[form]powder / crystals,,,,,Medium,,Visual and Physical,Scotto,Jun 27 2000,18067
2226,5-MeO-DiPT[method]oral[amount]20 mg[form]powder / crystals,,,,,Strong,,A Sacred Spot in the Sand,Lena,Jun 27 2000,15380
2227,5-MeO-DiPT[method]oral[form]powder / crystals,,,,,Light,,The Last Time I'll Bother,Flotsam,Jun 27 2000,7016
2229,5-MeO-DiPT[method]oral[amount]7.0 mg[form]capsule,,,,,Medium,,More than Just a Recreational Substance,Murple,Jun 27 2000,7677
2230,5-MeO-DMT[method]insufflated[amount]8.0 mg[form]powder / crystals,,,,,Medium,,A Conversation with a Spirit,The Other Side,Jun 27 2000,6641
2231,5-MeO-DMT[method]smoked[amount]1 hit[form]powder / crystals,,,,,Strong,,The Folding Universe,Cope Head,Jun 27 2000,40261
2232,"5-MeO-DMT[method]smoked[amount]3.0 mg[form]powder / crystals,Harmala Alkaloids,Syrian Rue[method]oral[amount]4.0 g",,,,,Extreme,,Fun with 5-MeO-DMT,Skylla,Jun 27 2000,54308
2233,5-MeO-DMT[method]smoked[amount]40 mg[form]powder / crystals,,,,,Strong,,I was Dancing with Harvey,Lara,Jun 27 2000,68749
2234,5-MeO-DMT[method]smoked[amount]12 mg[form]powder / crystals,,,,,Medium,,Instinctual Resonance,Phoenix Kong,Jun 27 2000,6042
2235,5-MeO-DMT[method]smoked[form]powder / crystals,,,,,Strong,,Realize You're Not Prepared,Matt,Jun 27 2000,20012
2236,5-MeO-DMT[method]smoked[amount]35 mg[form]powder / crystals,,,,,Extreme,,The Road to Hell and Back,Scala,Jun 27 2000,15310
2237,"5-MeO-DMT[method]smoked[form]powder / crystals,DMT[method]smoked[form]powder / crystals",,,,,Medium,,A Bizarre Sailing Ship,Scotto,Jun 27 2000,22333
2239,Cannabis,,,,,Medium,,Pete the Happy Homegrower,Something Monstrous,Jun 29 2000,90102
2240,Mushrooms,,,,,Medium,,Shroom Grower's Survey,Tony Galuhn,Jun 29 2000,43351
2241,Mushrooms,,,,,Medium,,Shroom Growing Successes,Scott E.,Jun 29 2000,17348
2242,Mushrooms,,,,,Medium,,Magic Mushroom Cultivation Project (PF Tek),Anonymous,Jun 29 2000,85489
2243,Mushrooms,,,,,Medium,,Shroom Growing Journal,Dojah,Jun 29 2000,67413
2244,,,,,,Strong,,,,,
2245,,,,,,Medium,,,,,
2247,"Melatonin[method]oral[amount]5.0 mg,Valerian[method]oral[amount]400 mg",,,,,Light,,Twilight Dreams,PC,Jun 29 2000,95230
2248,Methamphetamine[method]insufflated[form]powder / crystals,,,,,Medium,,Full Speed Ahead,P--J,Sep 9 2000,26210
2251,Morning Glory[method]oral[form]extract,,,,,Medium,,The Ecstatic Naturalist,Bill,Sep 17 2001,13977
2253,Kava[method]oral[form]extract,,,,,Strong,,Kava Extract with Isopropyl Alcohol,Zedpol,Jun 24 2001,39982
2255,Nutmeg[method]oral[amount]17 g[form]ground / crushed,,,,,Light,,Dazed and Confused,Raven Ivory,Oct 14 2000,9195
2257,Nitrous Oxide[method]inhaled[form]gas,,,,,Medium,,"Nitrous Binge, Addiction & Physical Problems",Puck,Jun 29 2000,96865
2258,Nitrous Oxide[method]inhaled[form]gas,,,,,Strong,,Acknowledgement of Beauty,Binnie Pasquier,Jun 29 2000,14109
2261,Ephedrine[method]oral[amount]8 tablets[form]pill / tablet,,,,,Medium,,Ephedrine Horror,Jeffrey Kirk,Jun 30 2000,96524
2262,Yohimbe[method]oral[form]pill / tablet,,,,,Light,,Horny and Hard,Anonymous,Jun 30 2000,9382
2263,Yohimbe[method]oral[amount]7 tsp[form]powder / crystals,,,,,Medium,,Sped Up Like Hell,Syris,Jun 30 2000,62305
2264,Yohimbe[method]oral,,,,,Light,,Save Your Money,Pantless,Jun 30 2000,49256
2265,Calea zacatechichi[method]oral,,,,,Light,,Dream Herb?,Jeffrey Mayo,Jun 30 2000,39830
2266,Calea zacatechichi[method]oral,,,,,No Effect,,No Effects Whatsoever,DSprouse,Jun 30 2000,31501
2267,2C-T-2[method]oral[amount]24 mg,,,,,Medium,,"A Clear, Laser-like Objectivity",Hara Ra,Jun 30 2000,21127
2268,DET[method]smoked[form]freebase,,,,,Medium,,Socially Intimate,Daniel H.,Jun 30 2000,18586
2269,"2C-D[method]oral[amount]50 mg[form]powder / crystals,Phenethylamine",,,,,Medium,,Better Than Expected,Barium,Jul 13 2000,29094
2276,Tobacco,,,,,Medium,,Rustica Harvest: Be Wary,Jason,Apr 10 2001,71174
2279,"MDMA[method]oral[amount]1 tablet[form]pill / tablet,Stimulants",,,,,No Effect,,A Dull and Boring Trip,Crushaa,Oct 11 2000,10553
2287,Salvia divinorum[method]smoked[amount]1 hit[form]leaves,,,,,Medium,,Incredible & Toy-Like,Mike Salins,Nov 2 2000,9077
2289,DXM[method]oral[amount]480 ml[form]liquid,,,,,Medium,,Total Insanity,Mr X,Mar 1 2001,19120
2290,"Alcohol[method]oral[form]liquid,Caffeine[method]oral[form]liquid,Cannabis[method]smoked[form]plant material",,,,,Medium,,A Bender to Remember!!!,Nekom,Jul 16 2000,22090
2294,"2C-T-7[method]oral[amount]15 mg[form]powder / crystals,Phenethylamine",,,,,Strong,,Swiss Army Knife,Turtle,Jul 2 2000,13579
2296,"MDMA[method]oral[amount]1 tablet[form]pill / tablet,Stimulants",,,,,Medium,,Floored,Carbonboy,Feb 15 2001,1794
2297,LSD[method]oral[amount]1 hit[form]blotter / tab,,,,,Medium,,Don't Be Concerned For Me,wish23x,Oct 7 2001,3675
2299,GHB[method]oral[amount]8 oz[form]liquid,,,,,Medium,,Overdose and Near-Death Experience,Elise,Sep 24 2001,19686
2300,5-MeO-DMT[method]insufflated[amount]1 tablet[form]ground / crushed,,,,,Strong,,An Orgasm with God,White Rabbit,Sep 8 2000,17932
2302,"2C-T-7[method]oral[amount]25 mg,MDA[method]oral[amount]150 mg,Phenethylamine",,,,,Strong,,Shutting Down The Sense,Frozen Man,Oct 4 2000,17238
2305,Brugmansia[method]oral[amount]2 leaves[form]leaves,,,,,Extreme,,La Yierba del Diablo...,wish I had never...,Oct 9 2000,27828
2307,5-MeO-DiPT[method]oral[amount]20 mg[form]capsule,,,,,Medium,,The Hillbilly Brother of LSD,EuFiHel,Oct 13 2000,15027
2310,Mushrooms,,,,,Medium,,Grow Little Guys!!,H.Q. Kipper,Sep 25 2001,26612
2311,"MDMA[method]oral[amount]0.5 tablets[form]pill / tablet,Stimulants",,,,,Medium,,Overwhelmingly Majestic Nature of Life,wombat17s,Feb 15 2001,9953
2312,"MDMA[method]oral[amount]1 tablet[form]pill / tablet,Stimulants",,,,,Medium,,MDMA Induced Loss of Heroin Addiction,Ripped,Feb 14 2001,13047
2313,Cannabis[method]smoked[amount]6 bowls[form]plant material,,,,,Strong,,Weed in the Bush,Steve,Mar 5 2001,8927
2314,"MDMA[method]oral[form]pill / tablet,Stimulants",,,,,Medium,,Interesting 3 Years,Rich NZ,Nov 1 2000,8988
2315,Salvia divinorum[method]smoked[amount]0.35 g[form]leaves,,,,,Strong,,Collapsing Universe,Schizo,Sep 25 2001,4157
